"6711","LESCO","Eastren","SHALAMAR","shalamar","North","Shalamar-I","Malik Imtiyaz","19413","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","Independent"
"6712","LESCO","Eastren","SHALAMAR","Bata pur","North","Shalamar-II","malik steel","89314","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","Independent"
"6713","LESCO","Eastren","SHALAMAR","Bilal Colony","North","Shalamar-I","Model Steel","19435","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","Kot Abdul Malik"
"6714","LESCO","Eastren","SHALAMAR","shalamar","North","Shalamar-I","Pak Mint","19411","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","G.T Road"
"6715","LESCO","Eastren","SHALAMAR","Bilal Colony","North","Shalamar-II","Rafique Steel","98315","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","Independent"
"6716","LESCO","Eastren","SHALAMAR","shalamar","North","Shalamar-I","Riaz Ahmad","19405","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","G.T Road"
"6717","LESCO","Eastren","SHALAMAR","Bilal Colony","North","Shalamar-II","S.J Steel","89305","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","Independent"
"6718","LESCO","Eastren","SHALAMAR","shalamar","North","Shalamar-I","Shalamar Steel","19412","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","Independent"
"6719","LESCO","Eastren","SHALAMAR","shalamar","North","Shalamar-I","Sohar Wardi","19415","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","G.T Road"
"6720","LESCO","Eastren","BAGHBANPURA","Mehmood Booti","North","Shalamar-I","Zam Zam","19425","21-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR","Independent"
"6721","LESCO","Kasur","Phool  Nagar","Jumber","south","Bhai Pheru","Asia Feed","1532","21-02-2022","09:00","0.625","Deposit Work for EOL in the name of Zephyr Textile (Ltd) at 63-KM Multan Road Jumber Tehsil Pattoki District Kasur.25%","Independent"
"6722","LESCO","Kasur","Phool  Nagar","Jumber","south","Bhai Pheru","Baghyana","","21-02-2022","09:00","0.625","Deposit Work for EOL in the name of Zephyr Textile (Ltd) at 63-KM Multan Road Jumber Tehsil Pattoki District Kasur.25%","Domestic"
